Pid,phenotype_name,description,synonyms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0002054,Heavy supraorbital ridges,None,Heavy brow of the face;Heavy supraorbital ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0002010,Narrow maxilla,None,Decreased breadth of upper jaw bones;Decreased transverse dimension of maxilla;Decreased width of maxilla;Decreased width of upper jaw bones;Narrow upper jaw bones;Transverse hypoplasia of maxilla;Transverse maxillary deficiency;Transverse maxillary insufficiency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0002009,Potter facies,"A facial appearance characteristic of a fetus or neonate due to oligohydramnios experienced in the womb, comprising ocular hypertelorism, low-set ears, receding chin, and flattening of the nose.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0002007,Frontal bossing,Bilateral bulging of the lateral frontal bone prominences with relative sparing of the midline.,Frontal protruberance;Skull bossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0002006,Facial cleft,A congenital malformation with a cleft (gap or opening) in the face.,Cleft of the face;Facial cleft;Facial clefts;Tessier facial cleft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0002003,Large forehead,None,Hyperplasia of forehead;Hypertrophy of forehead;Increased size of forehead;Increased size of frontal region of face;Large forehead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0002002,Deep philtrum,"Accentuated, prominent philtral ridges giving rise to an exaggerated groove in the midline between the nasal base and upper vermillion border.","Depressed philtrum;Increased depth of philtrum;Philtrum, deep;Prominent philtrum;Pronounced philtrum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0002000,Short columella,Reduced distance from the anterior border of the naris to the subnasale.,"Columella, short;Decreased length of columella;Hypoplasia of columella",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001999,Abnormal facial shape,An abnormal morphology (form) of the face or its components.,Abnormal facial shape;Abnormal morphology of the face;Deformity of face;Distinctive facies;Distortion of face;Dysmorphic facial features;Dysmorphic facies;Facial dysmorphism;Funny looking face;Malformation of face;Unusual facial appearance;Unusual facies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001963,Abnormal speech discrimination,"A type of hearing impairment prominently characterized by a difficulty in understanding speech, rather than an inability to hear speech. Poor speech discrimination is a very common symptom of high frequency hearing loss.",Abnormal speech discrimination;Poor speech discrimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001757,High-frequency sensorineural hearing impairment,A form of sensorineural hearing impairment that affects primarily the higher frequencies.,High frequency sensorineural hearing impairment;High-tone sensorineural deafness;High-tone sensorineural hearing impairment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001756,Vestibular hypofunction,A general descriptive term that describes impaired functioning of the vestibular apparatus that leads to manifestations such as dizziness or postural imbalance,Vestibular deficiency;Vestibular dysfunction;Vestibular failure;Vestibular hyporeflexia;Vestibular loss;Vestibulopathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001751,Abnormal vestibular function,An abnormality of the functioning of the vestibular apparatus.,Impaired vestibular function;Interictal vestibular dysfunction;Vestibular function defect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001742,Nasal congestion,Reduced ability to pass air through the nasal cavity often leading to mouth breathing.,Blockage of nose;Congestion of nose;Nasal blockage;Nasal obstruction;Obstruction of nose;Stuffy nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001739,Abnormal nasopharynx morphology,A structural anomaly of the nasopharynx.,Abnormality of the nasopharynx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001730,Progressive hearing impairment,A progressive form of hearing impairment.,Progressive hearing loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001596,Alopecia,"A noncongenital process of hair loss, which may progress to partial or complete baldness.",Hair loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001593,Maxillary lateral incisor microdontia,Decreased size of the maxillary permanent incisor.,Decreased size of maxillary lateral incisor;Decreased size of upper lateral incisor;Decreased width of upper lateral incisor;Hypotrophic maxillary lateral incisor;Hypotrophic upper lateral incisor;Small maxillary lateral incisor;Small upper lateral incisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001592,Selective tooth agenesis,"Agenesis specifically affecting one of the classes incisor, premolar, or molar.",Absence of a tooth;Agenesis of a tooth;Failure of development of a tooth;Missing a tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001583,Rotary nystagmus,A form of nystagmus in which the eyeball makes rotary motions around the axis.,Rotatory Nystagmus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001572,Macrodontia,"Increased size of the teeth, which can be defined as a mesiodistal tooth diameter (width) more than 2 SD above mean for age. Alternatively, an apparently increased maximum width of the tooth.",Hyperplasia of tooth;Hypertrophy of tooth;Increased size of tooth;Increased width of tooth;Large tooth;Megalodontia;Tooth mass excess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001571,Multiple impacted teeth,The presence of multiple impacted teeth.,Impacted teeth;Multiple buried teeth;Multiple impacted teeth;Multiple retained teeth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001566,Widely-spaced maxillary central incisors,Increased distance between the maxillary central permanent incisor tooth.,Central incisor gap;Diastasis of the central incisors;Diastema between maxillary central incisors;Diastema between upper front teeth;Diastema between upper incisors;Gap between upper front teeth;Separated superior central incisors;Wide gap between upper central incisors;Wide upper central incisors;Widely spaced upper incisors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001493,Falciform retinal fold,An area of the retina that is buckled so that a sector-shaped sheet of retina lies in front of the normal retina. This feature is of congenital onset.,Congenital retinal fold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001492,Axenfeld anomaly,"Axenfeld's anomaly is a bilateral disorder characterized by a prominent, anteriorly displaced Schwalbe's line (posterior embryotoxon) and peripheral iris strands which span the anterior chamber angle to attach to Schwalbe's line.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001491,Congenital fibrosis of extraocular muscles,"Congenital non-progressive ophthalmoplegia with multiple extraocular muscle restrictions. Typically, there is ptosis and variable degrees of restriction of horizontal and vertical eye movements.",CFEOM;Congenital fibrosis of the extraocular muscles;Congenital ophthalmoplegia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001489,Posterior vitreous detachment,Separation of the vitreous humor from the retina.,Vitreous detachment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001488,Bilateral ptosis,None,Drooping of both upper eyelids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001477,Compensatory chin elevation,A tendency to hold the chin elevated by about 20 to 30 degrees to compensate for a limitation of eye movement.,Compensatory head tilt/chin elevation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001363,Craniosynostosis,"Craniosynostosis refers to the premature closure of the cranial sutures. Primary craniosynostosis refers to the closure of one or more sutures due to abnormalities in skull development, and secondary craniosynostosis results from failure of brain growth.",Cranial suture synostosis;Craniostenosis;Craniosyostosis;Deformity of the skull;Early fusion of cranial sutures;Premature closure of cranial sutures;Premature fontanel closure;Premature suture closure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001361,Nystagmus-induced head nodding,"Head movements associated with nystagmus, that may represent an attempt to compensate for the involuntary eye movements and to improve vision.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001357,Plagiocephaly,"Asymmetric head shape, which is usually a combination of unilateral occipital flattening with ipsilateral frontal prominence, leading to rhomboid cranial shape.",Asymmetry of the posterior cranium;Asymmetry of the posterior head;Asymmetry of the posterior skull;Deformational plagiocephaly;Flat head;Flat head syndrome;Flattening of cranial vault;Flattening of cranium;Flattening of head;Flattening of skull;Positional plagiocephaly;Rhomboid shaped cranium;Rhomboid shaped head;Rhomboid shaped skull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001349,Facial diplegia,Facial diplegia refers to bilateral facial palsy (bilateral facial palsy is much rarer than unilateral facial palsy).,"Bilateral facial weakness;Facial paresis, bilateral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001308,Tongue fasciculations,Fasciculations or fibrillation affecting the tongue muscle.,Lingual fasciculations;Lingual fibrillations;Lingual twitching;Tongue fasciculation;Tongue fasciculations/fibrillations;Tongue twitching;Twitching of the tongue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001152,Saccadic smooth pursuit,An abnormality of tracking eye movements in which smooth pursuit is interrupted by an abnormally high number of saccadic movements.,Saccadic pursuit movements;Saccadic slow pursuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001151,Impaired horizontal smooth pursuit,An abnormality of ocular smooth pursuit characterized by an impairment of the ability to track horizontally moving objects.,Abnormal horizontal ocular pursuit;Impaired horizontal visual pursuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001149,Lattice corneal dystrophy,"The presence of fine, branching linear opacities in Bowman's layer in the central area that may spread to the periphery in the clinical course. The deep corneal stroma may be involved but the process does not reach Descemet's membrane. Recurrent corneal erosion may occur. Histologic examination reveals amyloid deposits in the collagen fibers of the cornea.",Biber haab dimmer dystrophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001147,Retinal exudate,"Fluid which has escaped from retinal blood vessels with a high concentration of lipid, protein, and cellular debris with a typically bright, reflective, white or cream colored appearance on the surface of the retina.",Retinal exudates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001144,Orbital cyst,"Presence of a cyst in the region of the periorbital tissues. Orbital cysts can be derived from epithelial or glandular tissue within or surrounding the orbit (lacrimal glands, salivary glands, conjunctival, oral, nasal, or sinus epithelium).",Cyst of eye socket;Orbital cysts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001142,Lenticonus,"A conical projection of the anterior or posterior surface of the lens, occurring as a developmental anomaly.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001141,Severely reduced visual acuity,Severe reduction of the ability to see defined as visual acuity less than 6/60 (20/200 in US notation; 0.1 in decimal notation) but at least 3/60 (20/400 in US notation; 0.05 in decimal notation).,Marked vision impairment;Severe reduction in visual acuity;Severe vision loss;Severe visual impairment;Severe visual loss;Severely impaired vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001140,Limbal dermoid,A benign tumor typically found at the junction of the cornea and sclera (limbal epibullar dermoid).,Benign eye tumor;Benign eye tumour;Epibulbar dermoid;Epibulbar dermoids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001139,Choroideremia,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001138,Optic neuropathy,None,Damaged optic nerve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001137,Alternating esotropia,Esotropia in which either eye may be used for fixation.,Alternating cross eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001136,Retinal arteriolar tortuosity,The presence of an increased number of twists and turns of the retinal arterioles.,Tortuous retinal arterioles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001135,Chorioretinal dystrophy,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001134,Anterior polar cataract,A polar cataract that affects the anterior pole of the lens.,"Polar cataract, anterior",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001133,Constriction of peripheral visual field,An absolute or relative decrease in retinal sensitivity extending from edge (periphery) of the visual field in a concentric pattern. The visual field is the area that is perceived simultaneously by a fixating eye.,Concentric narrowing of visual field;Constricted visual field;Constricted visual fields;Limited peripheral vision;Reduced peripheral vision;Visual field constriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001132,Lens subluxation,Partial dislocation of the lens of the eye.,Partially dislocated lens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001131,Corneal dystrophy,The term corneal dystrophy embraces a heterogenous group of bilateral genetically determined non-inflammatory corneal diseases that are restricted to the cornea.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001129,Large central visual field defect,None,Large central loss of field of vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001128,Trichiasis,Inversion and rubbing of the eyelashes against the globe of the eye.,Ingrown eyelashes;Introversion of eyelashes;Trichiasis of eyelid eyelashes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001126,Cryptophthalmos,"Cryptophthalmos is a condition of total absence of eyelids and the skin of forehead is continuous with that of cheek, in which the eyeball is completely concealed by the skin, which is stretched over the orbital cavity.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001125,Transient unilateral blurring of vision,Transient blurring of vision associated with the aura phase of migraine.,Hemianopic blurring;Hemianoptic blurring of vision;Transient unilateral blurred vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001123,Visual field defect,None,Partial loss of field of vision;Visual field defects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001120,Abnormality of corneal size,Any abnormality of the size or morphology of the cornea.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001119,Keratoglobus,"Limbus-to-limbus corneal thinning, often greatest in the periphery, with globular protrusion of the cornea.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001118,Juvenile cataract,A type of cataract that is not apparent at birth but that arises in childhood or adolescence.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001117,Sudden loss of visual acuity,Severe loss of visual acuity within hours or days. This is characteristic of Leber hereditary optic neuropathy.,Sudden central visual loss;Sudden decrease in vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001116,Macular coloboma,"A congenital defect of the macula distinct from coloboma associated with optic fissure closure defects. Macular coloboma is characterized by a sharply defined, rather large defect in the central area of the fundus that is oval or round, and coarsely pigmented.",Coloboma of the macula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001115,Posterior polar cataract,A polar cataract that affects the posterior pole of the lens.,"Polar cataract, posterior",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001114,Xanthelasma,The presence of xanthomata in the skin of the eyelid.,Fatty deposits in skin around the eyes;Fatty deposits on eyelids;Xanthelasma of eyelid;Xanthelasma of periocular region;Xanthelasma palpebrarum;Xanthoma;Xanthoma of eyelid;Xanthoma of periocular region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001112,Leber optic atrophy,Degeneration of retinal ganglion cells and their axons.,Leber optic atrophy features;Leber optic degeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001107,Ocular albinism,An abnormal reduction in the amount of pigmentation (reduced or absent) of the iris and retina.,"Absent pigmentation in the eye;Albinism, Ocular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0001106,Periorbital hyperpigmentation,Increased pigmentation of the skin in the region surrounding the orbit of the eye.,Dark circles around the eyes;Dark circles under the eyes;Darkening around the eyes;Idiopathic cutaneous hyperchromia at the orbital region;Infraorbital pigmentation;Periorbital melanosis;Pigmentation around the eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
